SKU;NOMBRE;MONTO;DSCTO;FECHA;ESTADO
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-3075;202 2-12-31T22:09:56.045388Z;FINALIZED
10723768;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 170G;2776;-717;2022-12- 31T22:09:56.045388Z;FINALIZED
10670704;MEZCLA LÁCTEA IDEAL CREMOSITA LATA 390G PAQUETE 6UN;4438;-7404;" ""2022-12-31T22:10:06.404924Z""";FINALIZED
2234252;ZAPATILLAS DEPORTIVAS PARA HOMBRE PUMA 383052 12 SUPERTEC MULTICOLOR1  TALLA 42;67101;0;2022-12-31T22:10:26.395827Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:10:38.526591Z;FINALIZED
1000309063;ESPEJO DECO HOME DORADO CASA CHIC;3975;0;2022-12-31T22:10:38 .408543Z;REVERSED
48275;REFRIGERANTE Y ANTIOXIDANTE FREEZY 1 GALÓN;2419;-1451;2022-12-31T 22:10:40.382262Z;FINALIZED
10620469;TORTILLAS FRITAS DE MAÍZ DORITOS QUESO FUEGO BOLSA 210G;1893;-71 5;2022-12-31T22:10:50.145301Z;EXPIRED
10045436;DONACIÓN PERÚ CHAMPS;21;0;2022-12-31T23:04:13.091665Z;EXPIRE D
10076762;GOMA DE MASCAR WRIGLEY S HUBBA BUBBA ENVASE 56.7G;1914;-723;20 22-12-31T22:10:50.145301Z;EXPIRED
10559291;PIQUEOS CHEESE TRIS QUESO BOLSA 140G;1051;-199;2022-12-31T22:1 0:50.145301Z;EXPIRED
10753147;BARQUILLOS CON CREMA PIRUCREAM NAVIDAD CAJA 155G;4312;-2179;20 22-12-31T22:10:50.145301Z;EXPIRED
12589;CHUPETES GLOBO POP XXL BOLSA 200GR;2839;-534;2022-12-31T22:10:50. 145301Z;EXPIRED
2974;CREMA CHANTILLY PRÉSIDENT FRASCO 250G;5868;-1106;2022-12-31T22:10: 50.145301Z;EXPIRED
51098;PACK FRITO LAY PAPAS FRITAS LAY'S BOLSA 160G + PIQUEO SNAX BOLSA 200G P AQUETE 2UN;2923;-1062;2022-12-31T22:10:50.145301Z;EXPIRED
58122;BIO BOLSA PLAZAVEA MEDIANA;21;0;2022-12-31T22:10:50.145301Z;EXP IRED
10670874;TOMATODO VIVA HOME VIDRIO PASTEL (MODELOS ALEATORIOS);10496;-631 0;2022-12-31T22:11:04.621971Z;EXPIRED
39255;SET DE DESARMADORES X6 PIEZAS;3134;0;2022-12-31T22:11:13.416631Z ;REJECT
75014;COLGADOR DE ACCESORIOS GOMA 11 RACKS;610;0;2022-12-31T22:11:13.41 6631Z;REJECT
27240;BANCO MINI PITUFO;1577;0;2022-12-31T22:11:13.416631Z;REJECT
40438;PACK CERVEZA PILSEN 12 PACK LATA 355ML X 2UN;18048;-66891;2022-12 -31T22:11:32.047541Z;REJECT
190644;REFRIGERADORA WINIA 247L NO FROST WRT-25GFD GRIS;294279;0;2022-1 2-31T22:12:10.346614Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:12:12.603529Z;FINALIZED
36776;PAÑALES NINET SUAVE CUIDADO TALLA M - BOLSA 58 UN;10391;0;2022-1 2-31T22:12:23.858Z;FINALIZED
24270;PAÑAL NINET BEBE TALLA XXL - BOLSA 44 UN;10391;0;2022-12-31T22:1 2:23.858Z;FINALIZED
10163847;PACK RON HAVANA CLUB AÑEJO ESPECIAL BOTELLA 700ML + GASEOSA COCA COL A SIN AZÚCAR BOTELLA 1.5L;9781;-9924;2022-12-31T22:12:35.165630Z;FINALIZ ED
76584;MARGARINA LA PREFERIDA BARRA 90G;502;-283;2022-12-31T22:12:35.165 630Z;FINALIZED
76584;MARGARINA LA PREFERIDA BARRA 90G;502;-140;2022-12-31T22:12:35.165 630Z;FINALIZED
46149;COLCHÓN VIVA HOME PALMERA 1.5 PLAZAS;75515;-67312;2022-12-31T22:1 2:36.846389Z;FINALIZED
10670874;TOMATODO VIVA HOME VIDRIO PASTEL (MODELOS ALEATORIOS);10496;-631 0;2022-12-31T22:12:37.791044Z;FINALIZED
2234252;ZAPATILLAS DEPORTIVAS PARA HOMBRE PUMA 383052 12 SUPERTEC MULTICOLOR1  TALLA 42;67101;0;2022-12-31T22:12:44.358124Z;FINALIZED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-664;2022-12- 31T22:12:52.196305Z;FINALIZED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-5330;2022-12 -31T22:12:52.196305Z;FINALIZED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-2713;2022-12 -31T22:12:52.196305Z;FINALIZED
1000486563;ZAPATILLA URBANA SKECHERS W MILLION AIR 155401-WHT BLANCO TALLA 7 ;67101;0;2022-12-31T22:13:37.311732Z;FINALIZED
2202835;TELEVISOR LG UHD 4K THINQ AI 50 50UQ7500 (2022);294279;-42070;2 022-12-31T22:13:37.311732Z;FINALIZED
2009110;TELEVISOR PHILIPS 55PUD7406;336349;-21035;2022-12-31T22:14:07.8 09827Z;EXPIRED
10670704;MEZCLA LÁCTEA IDEAL CREMOSITA LATA 390G PAQUETE 6UN;4438;-7404;" ""2022-12-31T22:14:11.008315Z""";FINALIZED
190644;REFRIGERADORA WINIA 247L NO FROST WRT-25GFD GRIS;294279;-4207;20 22-12-31T22:14:20.379232Z;EXPIRED
39255;SET DE DESARMADORES X6 PIEZAS;3134;0;2022-12-31T22:14:34.620486Z ;FINALIZED
75014;COLGADOR DE ACCESORIOS GOMA 11 RACKS;610;0;2022-12-31T22:14:34.62 0486Z;FINALIZED
27240;BANCO MINI PITUFO;1577;0;2022-12-31T22:14:34.620486Z;FINALIZED
22742;MANIJA ACERO INOXIDABLE CON CERRADURA EXTERIOR IZQUIERDA;23544;-336 3;2022-12-31T22:14:48.339186Z;FINALIZED
32048;TROZOS DE ATÚN BELL'S EN ACEITE VEGETAL LATA 170G;967;-891;2022-1 2-31T22:14:58.609752Z;FINALIZED
10291702;HARINA MORIXE DE MAIZ BLANCO BOLSA 1K;2082;-5847;2022-12-31T22 :14:58.609752Z;FINALIZED
4659;MANTEQUILLA LAIVE CON SAL BARRA 100G;1388;-218;2022-12-31T22:14:58 .609752Z;FINALIZED
10012600;LECHE EVAPORADA BELL'S LIGHT LATA 410G;736;-462;2022-12-31T22: 14:58.609752Z;FINALIZED
2068;TROZOS DE ATÚN A1 EN ACEITE VEGETAL LATA 170G;883;-277;2022-12-31T 22:14:58.609752Z;FINALIZED
10021791;ARROZ EXTRA GRAN CHALAN BOLSA 5KG;4164;-654;2022-12-31T22:14:5 8.609752Z;FINALIZED
5432;MAYONESA ALACENA DOYPACK 475G;2923;-1167;2022-12-31T22:14:58.60975 2Z;FINALIZED
24010;ARROZ SUPERIOR PAISANA BOLSA 5KG;3786;-858;2022-12-31T22:14:58.60 9752Z;FINALIZED
49952;MERMELADA COMPASS FRESA POTE 350G;1156;-180;2022-12-31T22:14:58.6 09752Z;FINALIZED
10746883;PACK FORTIFICANTE NESQUIK VAINILLA 350G DOYPACK 2UN;6268;-9697;" ""2022-12-31T22:14:58.609752Z""";FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:16:05.026223Z;FINALIZED
10670704;MEZCLA LÁCTEA IDEAL CREMOSITA LATA 390G PAQUETE 6UN;4438;-7404;" ""2022-12-31T22:16:07.066655Z""";FINALIZED
26774;FRIGOBAR BLACKLINE 46L VCM SILVER;115482;-16828;2022-12-31T22:15: 02.401511Z;FINALIZED
9309;LIMPIADOR FACIAL EFFACLAR GEL LA ROCHE POSAY - FRASCO 400 ML;24716;" ""0""";2022-12-31T22:15:13.452407Z;FINALIZED
7064;VISIVER FRESH 0.0125% SOLUCIÓN OFTÁLMICA - FRASCO 15 ML;3092;0;2 022-12-31T22:15:13.452407Z;FINALIZED
2137151;ZAPATILLAS URBANAS PARA MUJER REEBOK GV8539 SMASH EDGE S BLANCO TALLA  36 PE | 6 US;46066;0;2022-12-31T22:15:19.107663Z;ABORTED
1453159;BOTINES MALABAR HOMBRE FOLK 30001-02 MARRÓN TALLA 44;48170;0;20 22-12-31T22:15:25.922993Z;FINALIZED
10062456;PIERNA DE CERDO 500G;6289;-14766;2022-12-31T22:16:25.953033Z;" ""REJECT"""
10062453;FILETE DE PECHUGA DE PAVO BOLSA 500G;8182;-6815;2022-12-31T22: 16:25.953033Z;REJECT
32624;LÁMPARA COLGANTE TRISTÁN 3 LUCES;12599;0;2022-12-31T22:16:55.4486 89Z;FINALIZED
10171403;PAÑALES PARA BEBÉ BABYSEC PREMIUM XXG PAQUETE 72UN;14703;-5021;" ""2022-12-31T22:17:02.911185Z""";FINALIZED
25934;VINO TINTO TABERNERO BORGOÑA BOTELLA 750ML PAQUETE 2UN;6710;-2004;" ""2022-12-31T22:17:02.911185Z""";FINALIZED
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-2305;202 2-12-31T22:17:08.924405Z;FINALIZED
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-3075;202 2-12-31T22:17:08.924405Z;FINALIZED
10723768;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 170G;2776;-717;2022-12- 31T22:17:08.924405Z;FINALIZED
10163903;PACK D'ONOFRIO HELADO PEZIDURI CHOCOCHIPS CREMOSO POTE 930ML X 2UN;" ""5006""";-3857;2022-12-31T22:17:22.664360Z;FINALIZED
10062453;FILETE DE PECHUGA DE PAVO BOLSA 500G;8182;-7013;2022-12-31T22: 17:22.664360Z;FINALIZED
10746883;PACK FORTIFICANTE NESQUIK VAINILLA 350G DOYPACK 2UN;6268;-5494;" ""2022-12-31T22:17:22.664360Z""";FINALIZED
14558;FILETE DE ATÚN ARTESANAL CAMPOMAR GOURMET FRASCO 160G;1577;-1093; 2022-12-31T22:17:22.664360Z;FINALIZED
75180;ASIENTO PARA INODORO CON CAÍDA LENTA RED BLANCO;9655;0;2022-12-31 T22:17:26.491730Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:17:35.594387Z;FINALIZED
10062456;PIERNA DE CERDO 500G;6289;-14766;2022-12-31T22:17:47.218083Z;" ""FINALIZED"""
10062453;FILETE DE PECHUGA DE PAVO BOLSA 500G;8182;-6815;2022-12-31T22: 17:47.218083Z;FINALIZED
24373;FÓRMULA INFANTIL ENFAMIL CONFORT PREMIUM - CAJA 1.1 KG;38262;0;2 022-12-31T22:17:51.186644Z;REVERSED
2137151;ZAPATILLAS URBANAS PARA MUJER REEBOK GV8539 SMASH EDGE S BLANCO TALLA  36 PE | 6 US;46066;0;2022-12-31T22:17:57.534025Z;EXPIRED
10041048;SMARTPHONE MOTOROLA MOTO G8 6.4'' 4GB 64GB 16MP + 8MP + 8MP 2MP GRIS ;210139;-105175;2022-12-31T22:18:16.670975Z;EXPIRED
40438;PACK CERVEZA PILSEN 12 PACK LATA 355ML X 2UN;18048;-66891;2022-12 -31T22:18:44.029004Z;REJECT
10733376;TELEVISOR LG LED 50'' UHD 4K THINQ AI 50UQ7500;420489;-168280; 2022-12-31T22:18:59.643385Z;REJECT
10670704;MEZCLA LÁCTEA IDEAL CREMOSITA LATA 390G PAQUETE 6UN;4438;-7404;" ""2022-12-31T22:19:25.726652Z""";FINALIZED
24270;PAÑAL NINET BEBE TALLA XXL - BOLSA 44 UN;10391;0;2022-12-31T22:1 9:28.771132Z;FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:19:47.388887Z;FINALIZED
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-2305;202 2-12-31T22:21:17.882305Z;EXPIRED
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-3075;202 2-12-31T22:21:17.882305Z;EXPIRED
10723768;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 170G;2776;-717;2022-12- 31T22:21:17.882305Z;EXPIRED
2127663;XIAOMI REDMI 10C 6.71 4GB RAM 64GB GRAPHITE GRAY;123896;0;2022- 12-31T22:21:38.722991Z;FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:22:08.161647Z;FINALIZED
1000194082;DESINFECTANTE PINO GALÓN DARYZA. PACK 2 GALONERAS;7551;0;202 2-12-31T22:22:17.640496Z;FINALIZED
142677;BOWL FORMA FLOR COLOR VERDE FLORAL;1356;0;2022-12-31T22:22:17.64 0496Z;FINALIZED
141113;INDIVIDUAL FORMA HOJA ROSADO 30X48CM FLORAL;3144;0;2022-12-31T22 :22:17.640496Z;FINALIZED
111930;LEJÍA SAPOLIO ORIGINAL 5 LITROS;2082;0;2022-12-31T22:22:17.64049 6Z;FINALIZED
132902;ADORNO SAPITOS WELCOME 29CM;10496;0;2022-12-31T22:22:17.640496Z ;FINALIZED
120682;SUAVITEL 5 LT;8392;0;2022-12-31T22:22:17.640496Z;FINALIZED
81523;AJOS PELADOS EL SABOR AREQUIPEÑOS BANDEJA 250G;1851;0;2022-12-31T 23:17:15.423506Z;FINALIZED
10670704;MEZCLA LÁCTEA IDEAL CREMOSITA LATA 390G PAQUETE 6UN;4438;-7404;" ""2022-12-31T22:22:20.137485Z""";REJECT
51098;PACK FRITO LAY PAPAS FRITAS LAY'S BOLSA 160G + PIQUEO SNAX BOLSA 200G P AQUETE 2UN;2923;-631;2022-12-31T22:22:55.009787Z;FINALIZED
10207288;PIQUEO FRITO LAY TOR-TEES BOLSA 138G;1051;0;2022-12-31T22:22:5 5.009787Z;FINALIZED
10548049;GOD OF WAR + LANYARD + BLOCK DE NOTAS PLAYSTATION 4;16617;0;20 22-12-31T22:22:58.750885Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:23:45.561661Z;FINALIZED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-2717;2022-12 -31T22:23:58.858891Z;FINALIZED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-664;2022-12- 31T22:23:58.858891Z;FINALIZED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-5326;2022-12 -31T22:23:58.858891Z;FINALIZED
10614796;ACEITE DE SOYA SAO BOTELLA 900ML;1975;-5061;2022-12-31T22:24:0 1.313065Z;FINALIZED
10725999;MAYONESA ALACENA DOYPACK 850G;4354;-4070;2022-12-31T22:24:01.3 13065Z;FINALIZED
10725999;MAYONESA ALACENA DOYPACK 850G;4354;-2034;2022-12-31T22:24:01.3 13065Z;FINALIZED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-866;2022-12- 31T22:24:01.313065Z;FINALIZED
1000486987;MANGAS DE VOLEY TALLA M;8203;0;2022-12-31T22:24:33.581715Z;" ""FINALIZED"""
1000044416;AUDIFONOS XIAOMI EARPHONES 2 BASIC BLUETOOTH TWS TACTIL 20 HORAS;" ""31531""";0;2022-12-31T22:24:33.581715Z;FINALIZED
10733376;TELEVISOR LG LED 50'' UHD 4K THINQ AI 50UQ7500;420489;-168280; 2022-12-31T22:24:40.817719Z;FINALIZED
10733376;TELEVISOR LG LED 50'' UHD 4K THINQ AI 50UQ7500;420489;-168280; 2022-12-31T22:24:50.516114Z;EXPIRED
40664;JUEGO DE OLLAS VIVA HOME ALUMINIO PLATEADO 7PZS;25220;-9045;2022- 12-31T22:24:51.946149Z;EXPIRED
428249;CREMA DENTAL SENSODYNE MULTI PROTECCIÓN - TUBO 90 G;3407;0;2022- 12-31T22:25:03.511456Z;ABORTED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:25:14.309778Z;FINALIZED
190644;REFRIGERADORA WINIA 247L NO FROST WRT-25GFD GRIS;294279;-4207;20 22-12-31T22:25:18.968819Z;FINALIZED
111621;PERSIANA HORIZONTAL PVC GRIS 160X165CM;9570;0;2022-12-31T22:25:4 1.594075Z;REJECT
111618;PERSIANA HORIZONTAL PVC GRIS 100X165CM;3470;0;2022-12-31T22:25:4 1.594075Z;REJECT
428249;CREMA DENTAL SENSODYNE MULTI PROTECCIÓN - TUBO 90 G;3407;0;2022- 12-31T22:26:10.272071Z;REVERSED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:26:46.473755Z;FINALIZED
2009110;TELEVISOR PHILIPS 55PUD7406;336349;-21035;2022-12-31T22:27:21.7 45978Z;REJECT
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:28:15.661472Z;FINALIZED
28250;ARROZ EXTRA AÑEJO FARAON NARANJA BOLSA 5KG;4962;-458;2022-12-31T2 2:28:39.309806Z;EXPIRED
4326;TORTILLAS BIMBO WRAPS CLÁSICAS BOLSA 6UN;2250;-1140;2022-12-31T22: 28:39.309806Z;EXPIRED
25122;DESODORANTE EN AEROSOL PARA MUJER DOVE DERMO ACLARANT FRASCO 90ML PAQUE TE 2UN;5237;0;2022-12-31T22:28:39.309806Z;EXPIRED
54355;SHAMPOO ELVIVE COLOR VIVE FRASCO 680ML;6079;-294;2022-12-31T22:28 :39.309806Z;EXPIRED
2369;HAMBURGUESA OTTO KUNZ PREMIUM 100% PURA CARNE DE RES PAQUETE 8UN;5448 ;0;2022-12-31T22:28:39.309806Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-357;2022-12-3 1T22:28:39.309806Z;EXPIRED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-664;2022-12- 31T22:29:20.785858Z;FINALIZED
10723766;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 400G;4922;-5330;2022-12 -31T22:29:20.785858Z;FINALIZED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-2713;2022-12 -31T22:29:20.785858Z;FINALIZED
1863748;CARPA BESTWAY COOLDOME PARA 2 PERSONAS AZUL;22928;0;2022-12-31T 22:29:30.492909Z;EXPIRED
111621;PERSIANA HORIZONTAL PVC GRIS 160X165CM;9570;0;2022-12-31T22:29:4 5.016950Z;REJECT
111618;PERSIANA HORIZONTAL PVC GRIS 100X165CM;3470;0;2022-12-31T22:29:4 5.016950Z;REJECT
10727335;PACK GALLETAS GLACITAS BAÑADAS EN CHOCONIEVE PAQUETE 18UN;2965;- 3024;2022-12-31T22:29:58.343908Z;FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:30:00.105151Z;FINALIZED
10727338;PACK GALLETAS CHOCO ¡BUM! BAÑADAS CON SABOR A CHOCOLATE PAQUETE 18UN ;3092;-3277;2022-12-31T22:29:58.343908Z;FINALIZED
5432;MAYONESA ALACENA DOYPACK 475G;2923;-3020;2022-12-31T22:29:58.34390 8Z;FINALIZED
10212295;QUESO FUNDIDO NATURAL BONLÉ TAJADAS PAQUETE 136G;1577;-1295;20 22-12-31T22:29:58.343908Z;FINALIZED
23399;NUTRIMIXER BLACKLINE 901 NEGRO;52377;-18931;2022-12-31T22:30:23.9 04007Z;EXPIRED
4091;SILLÓN GIRATORIO COPENHAGUE NEGRO;98654;0;2022-12-31T22:30:50.5223 76Z;FINALIZED
10604954;ARENA PARA GATOS COOL CAT 20KG;11674;0;2022-12-31T22:31:06.441 979Z;EXPIRED
111621;PERSIANA HORIZONTAL PVC GRIS 160X165CM;9570;0;2022-12-31T22:31:0 9.745145Z;FINALIZED
111618;PERSIANA HORIZONTAL PVC GRIS 100X165CM;3470;0;2022-12-31T22:31:0 9.745145Z;FINALIZED
493984;MANDO INALAMBRICO PS5 DUALSENSE CONTROLLER BLANCO;60791;0;2022-1 2-31T22:31:21.353349Z;REJECT
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:31:53.658942Z;FINALIZED
75180;ASIENTO PARA INODORO CON CAÍDA LENTA RED BLANCO;9655;0;2022-12-31 T22:32:39.095521Z;EXPIRED
23399;NUTRIMIXER BLACKLINE 901 NEGRO;52377;-21035;2022-12-31T22:33:11.9 13611Z;FINALIZED
32762;SHAMPOO SAVITAL MULTIÓLEOS - FRASCO 530 ML;1872;0;2022-12-31T22: 33:16.288266Z;ABORTED
32763;ACONDICIONADOR SAVITAL MULTIÓLEOS - FRASCO 530 ML;1872;0;2022-12 -31T22:33:16.288266Z;ABORTED
38663;SHAMPOO SAVITAL ANTICASPA CON EXTRACTO TÉ VERDE Y SEDA LÍQUIDA - FRASC O 530 ML;1872;0;2022-12-31T22:33:16.288266Z;ABORTED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-868;2022-12- 31T22:33:20.451897Z;REJECT
10614796;ACEITE DE SOYA SAO BOTELLA 900ML;1975;-5061;2022-12-31T22:33:2 0.451897Z;REJECT
10725999;MAYONESA ALACENA DOYPACK 850G;4354;-6102;2022-12-31T22:33:20.4 51897Z;REJECT
10283234;ENSALADA FUSILLI 400G;2713;-1535;2022-12-31T22:33:29.333483Z;" ""REJECT"""
10283233;ENSALADA RUSA 400G;2713;-1535;2022-12-31T22:33:29.333483Z;RE JECT
10062456;PIERNA DE CERDO 500G;6289;-3872;2022-12-31T22:33:29.333483Z; REJECT
10062453;FILETE DE PECHUGA DE PAVO BOLSA 500G;8182;-5765;2022-12-31T22: 33:29.333483Z;REJECT
12726;TOMATE ITALIANO;366;-18;2022-12-31T22:33:29.333483Z;REJECT
10457718;SALSA CLÁSICA DE TOMATE POMAROLA DOYPACK 145G;441;-244;2022-12 -31T22:33:29.333483Z;REJECT
10536673;FIDEO SPAGHETTI DON VITTORIO BOLSA 950G;1198;-122;2022-12-31T2 2:33:29.333483Z;REJECT
10018027;FIDEOS CABELLO DE ÁNGEL SAN JORGE BOLSA 250G;315;-16;2022-12-3 1T22:33:29.333483Z;REJECT
10018047;FIDEOS CANUTO RAYADO SAN JORGE BOLSA 250G;315;-16;2022-12-31T2 2:33:29.333483Z;REJECT
10018034;FIDEOS CODO RAYADO SAN JORGE BOLSA 250G;315;-16;2022-12-31T22: 33:29.333483Z;REJECT
10689972;FIDEOS DON VITTORIO RIGATONI BOLSA 235G;504;-48;2022-12-31T22: 33:29.333483Z;REJECT
10689972;FIDEOS DON VITTORIO RIGATONI BOLSA 235G;504;-23;2022-12-31T22: 33:29.333483Z;REJECT
91862;PACK HOT DOG SUIZA PAQUETE 200G + 440G;3134;-155;2022-12-31T22:33 :29.333483Z;REJECT
2639;NUGGETS PECHUGA DE POLLO SAN FERNANDO CAJA 24UN;2503;-124;2022-12- 31T22:33:29.333483Z;REJECT
10151221;PECHUGA ESPECIAL DE POLLO EMPACADA AL VACÍO SAN FERNANDO;5837;-2 90;2022-12-31T22:33:29.333483Z;REJECT
48496;FILETE DE PECHUGA IMPORTADO SADIA BOLSA 1KG;4185;-416;2022-12-31T 22:33:29.333483Z;REJECT
10622891;CARNE MOLIDA ESPECIAL DE RES LA COLONIA X KG;3039;-151;2022-12 -31T22:33:29.333483Z;REJECT
49613;CARNE MOLIDA LIGHT DE RES EMPACADA AL VACÍO EL BUEN CORTE;4190;-208 ;2022-12-31T22:33:29.333483Z;REJECT
10219;PAPA BLANCA;313;-29;2022-12-31T22:33:29.333483Z;REJECT
12726;TOMATE ITALIANO;368;-18;2022-12-31T22:33:29.333483Z;REJECT
10219;PAPA BLANCA;315;-29;2022-12-31T22:33:29.333483Z;REJECT
1000240232;CARGADOR PARA DE 20W + CABLE LIGHTNING IPHONE IPAD 1M;22086;0 ;2022-12-31T22:33:39.346726Z;REJECT
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-7046;2022-12- 31T22:33:44.501387Z;REJECT
10693548;TECLADO GAMER MECÁNICO T-DAGGER BORA RAINBOW ESPAÑOL SWITCH AZUL T-T GK313-BL;29217;0;2022-12-31T22:34:02.279920Z;FINALIZED
493984;MANDO INALAMBRICO PS5 DUALSENSE CONTROLLER BLANCO;60791;0;2022-1 2-31T22:34:08.173777Z;FINALIZED
40438;PACK CERVEZA PILSEN 12 PACK LATA 355ML X 2UN;18048;-12368;2022-12 -31T22:34:10.714586Z;REJECT
10291681;LAPTOP DELL 3501 15.6'' INTEL CORE I5 1135G7 8GB 256GB SSD;609804 ;-2313850;2022-12-31T22:34:47.387402Z;EXPIRED
855774;GALAXY A33 5G 6.4 SM-A336MZKFLTP 6GB RAM 128 GB;241692;-31552;20 22-12-31T22:34:58.720892Z;FINALIZED
10212318;NOTEBOOK ACER A315-57G-57MY 15.6'' INTEL CORE I5 8GB 512GB SSD;988 434;-3975615;2022-12-31T22:34:59.585662Z;EXPIRED
103001;SENSOR DE MOVIMIENTO SOCKET;5237;-1051;2022-12-31T22:35:01.03136 9Z;FINALIZED
10291681;LAPTOP DELL 3501 15.6'' INTEL CORE I5 1135G7 8GB 256GB SSD;609804 ;-1388310;2022-12-31T22:36:12.518510Z;EXPIRED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-868;2022-12- 31T22:36:34.184522Z;FINALIZED
10614796;ACEITE DE SOYA SAO BOTELLA 900ML;1975;-5061;2022-12-31T22:36:3 4.184522Z;FINALIZED
10725999;MAYONESA ALACENA DOYPACK 850G;4354;-6102;2022-12-31T22:36:34.1 84522Z;FINALIZED
1000240232;CARGADOR PARA DE 20W + CABLE LIGHTNING IPHONE IPAD 1M;22086;0 ;2022-12-31T22:36:59.883058Z;FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-5994;2022-12- 31T22:37:16.338282Z;FINALIZED
1000314341;RACK SOPORTE MÓVIL DE PEDESTAL 32 A 70 VESA 600X400 NB AVA 1500-60 -1P;100757;0;2022-12-31T22:37:47.404629Z;EXPIRED
28250;ARROZ EXTRA AÑEJO FARAON NARANJA BOLSA 5KG;4962;-458;2022-12-31T2 2:34:40.645265Z;FINALIZED
4326;TORTILLAS BIMBO WRAPS CLÁSICAS BOLSA 6UN;2250;-1140;2022-12-31T22: 34:40.645265Z;FINALIZED
25122;DESODORANTE EN AEROSOL PARA MUJER DOVE DERMO ACLARANT FRASCO 90ML PAQUE TE 2UN;5237;0;2022-12-31T22:34:40.645265Z;FINALIZED
54355;SHAMPOO ELVIVE COLOR VIVE FRASCO 680ML;6079;-294;2022-12-31T22:34 :40.645265Z;FINALIZED
2369;HAMBURGUESA OTTO KUNZ PREMIUM 100% PURA CARNE DE RES PAQUETE 8UN;5448 ;0;2022-12-31T22:34:40.645265Z;FINALIZED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-567;2022-12-3 1T22:34:40.645265Z;FINALIZED
0;REGISTRO AGORA;210;0;2022-12-31T22:36:23.403169Z;EXPIRED
32762;SHAMPOO SAVITAL MULTIÓLEOS - FRASCO 530 ML;1872;0;2022-12-31T22: 36:24.271136Z;ABORTED
32763;ACONDICIONADOR SAVITAL MULTIÓLEOS - FRASCO 530 ML;1872;0;2022-12 -31T22:36:24.271136Z;ABORTED
38663;SHAMPOO SAVITAL ANTICASPA CON EXTRACTO TÉ VERDE Y SEDA LÍQUIDA - FRASC O 530 ML;1872;0;2022-12-31T22:36:24.271136Z;ABORTED
